#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
3413,TYPO3.Fluid,Feature,"",Resolved,Could have,Handing the settings over to the view,Susanne Moog,Sebastian Kurfuerst,2010-10-20 05:44,Core,1.0.0 alpha 2,2009-05-22,"","",100,2009-05-22 02:53,"","",2603450,"","",Hand over $this->settings to the view so it is accessible by {settings} in the template.
3415,TYPO3.Flow,Bug,"",Resolved,Could have,Sorting of $classNamesToReflect in the reflection Service might cause PHP error,Irene Höppner,Karsten Dambekalns,2010-10-20 05:39,Reflection,1.0 alpha 5,2009-05-22,"","",100,2009-05-22 03:56,"","",1797850,"","","In the method F3\FLOW3\Reflection\reflectEmergedClasses() the $classNamesToReflect-array is being sorted before it's being traversed.

Thus packages like FLOW3CGL are reflected before the FLOW3 package (i guess that's the reason..). If these ""earlier"" packages are buggy, they don't run into an exception, but cause a PHP Error:

""PHP Fatal error:  Class 'F3\\FLOW3\\Error\\Exception' not found in /var/www/FLOW3/Packages/Local/FLOW3CGL/Classes/Model/MessageQueue.php on line 78""

"
3433,TYPO3.Flow,Bug,"",Resolved,Must have,Routes in packages are overruled by global configuration,Christopher Hlubek,Robert Lemke,2010-10-20 05:39,MVC,1.0 alpha 1,2009-05-24,"","",100,2009-05-24 04:08,"","",1791100,"","","In the current implementation the route configuration is first loaded from all packages, then overwritten or appended by the global configuration. When matching the routes, the configured routes are matched in reverse order.

# Packages
## Global packages
## Local packages
# Global configuration
# Global context dependent configuration

Since the default routes are in the global configuration, a package cannot put a new route after the default routes or overwrite them. So the route configuration in packages is currently pretty useless and will not be applied. *This is not inituitive.*

There has to be a prioritization at a later stage, but for now it should suffice to have the default routes in the FLOW3 package and an empty global routes configuration. But a problem that arises with this solution is, that the route order will be bound to the order of the packages when loading the configuration. But as local packages come last, the behaviour would be more intuitive."
3434,TYPO3.Flow,Bug,"",Resolved,Should have,getPackageMetaData() will throw an exception,Christopher Hlubek,Christopher Hlubek,2010-10-20 05:39,Package,"",2009-05-24,"","",100,2009-05-24 04:44,"","",1782350,"","","When using the package manager to get a package and read the metadata there will be an exception. The metadata reader is not injected properly, because package objects are not created using the object factory and the metadata reader is not injected."
3435,TYPO3.Flow,Feature,"",Resolved,Should have,A package should be able to return it's documentations,Christopher Hlubek,Christopher Hlubek,2010-10-20 05:39,Package,"",2009-05-24,"","",100,2009-05-24 06:49,"","",1782300,"","","The whole documentation for packages lies in the package's @Documentation@ directory. For each single documentation (e.g. _Manual_) there is a subfolder in this directory. In these documentation directories are folders for formats and finally different languages.

The package should have an object model that reflects this structure."
3441,TYPO3.Flow,Task,"",Resolved,Should have,Routing: Don't process routes in reverse order,Bastian Waidelich,Bastian Waidelich,2010-10-20 05:39,MVC,1.0 alpha 1,2009-05-24,"","",100,2009-05-24 17:25,"","",16750,"","","Currently routes are processed from bottom to top.
We decided to change that as it seems to be more intuitive to work off routes from top to bottom.
It should be enough to remove the array_reverse calls in \F3\FLOW3\Web\Routing\Router."
3443,TYPO3.Fluid,Bug,"",Resolved,Should have,Unreachable code in TemplateView,Bastian Waidelich,Sebastian Kurfuerst,2010-10-20 05:44,Core,1.0.0 alpha 3,2009-05-25,"","",100,2009-05-25 06:04,"","",2603850,"","","line 246 in F3\Fluid\View\TemplateView can never be reached as there is a return before that:

<pre>
		return $parsedTemplate->render($renderingContext);
		
		
		// TODO -> Never executed???
		if ($sectionToRender !== NULL) {
			$sections = $partial->getVariableContainer()->get('sections');
			if(!array_key_exists($sectionToRender, $sections)) {
				throw new \F3\Fluid\Core\RuntimeException('The given section does not exist!', 1227108983);
			}
			$syntaxTree = $sections[$sectionToRender];
		} else {
			$syntaxTree = $partial->getRootNode();
		}
		$syntaxTree->setRenderingContext($renderingContext);
		return $syntaxTree->evaluate();
</pre>"
3451,TYPO3.Flow,Bug,"",Resolved,Must have,LazyLoadingProxy must mark property as clean after activation,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,Persistence,1.0 alpha 1,2009-05-25,"","",100,2009-05-25 09:50,"","",1791050,"","","Make sure we mark the property as clean after setting it on the parent in _loadRealInstance(), so it is not considered dirty because of the activation/replacement..."
3457,TYPO3.Flow,Task,"",Resolved,Must have,Write Routing documentation,Bastian Waidelich,Bastian Waidelich,2010-10-20 05:39,- Documentation -,1.0 alpha 1,2009-05-25,"","",0,2009-05-25 11:31,"","",17000,"","",Add section about routing to FLOW3 documentation
3463,TYPO3.Flow,Bug,"",Closed,Must have,Short option names for CLI calls do not work anymore,Karsten Dambekalns,"",2011-04-08 06:39,MVC,"",2009-05-25,"","",0,2009-05-25 17:58,"","",1782250,"","",Sometime during the argument registration changes in the past weeks short option names for CLI calls got broken. Using long option names works.
3466,TYPO3.Flow,Task,"",Resolved,Must have,Update / move GPL.txt file in FLOW3 distribution,Robert Lemke,Karsten Dambekalns,2010-10-20 05:39,- Documentation -,1.0 alpha 1,2009-05-26,"","",100,2009-05-26 08:15,"","",17100,"","","Currently there's a GPL.txt file (containing GPL v2 text) in the FLOW3 distribution's main directory. Remove that.

In Packages/Global/FLOW3/Documentation/ there are two COPYING files - do we need the on about GPL v3? Can we rename the file containing the LGPL v3 text to ""License.txt"" ?
"
3467,TYPO3.Flow,Feature,"",Resolved,Could have,Implement meaningful / helpful default view for Production context,Robert Lemke,Karsten Dambekalns,2010-10-20 05:39,MVC,1.0 alpha 5,2009-05-26,"","",100,2009-05-26 14:19,"","",1797800,"","",In the production context we should display some meaningful information about how to configure FLOW3 to run in a different context (by setting ENV in .htaccess for example) and that only in Development context caches are flushed automatically etc.
3477,TYPO3.Flow,Bug,"",Resolved,Must have,Objects added to a (persistence) repository don't have have a uuid,Robert Lemke,Karsten Dambekalns,2010-10-20 05:39,Persistence,1.0 alpha 1,2009-05-27,"","",100,2009-05-27 05:04,"","",1791000,"","","Newly created objects which are added to a repository don't have a uuid before they are persisted:

<pre>
	/**
	 * @param \F3\Releazr\Domain\Model\Release $newRelease
	 * @return string
	 */
	public function createAction(\F3\Releazr\Domain\Model\Release $newRelease) {
		$this->releaseRepository->add($newRelease);
		$this->redirect('show', NULL, NULL, array('release' => $newRelease));
	}
</pre>

The redirect in the above example doesn't work because the URI needs to know the UUID of $newRelease which yet doesn't exist.

Solution: Let the (release) repository create a UUID and let the CR take that UUID as a hint for later persistence."
3479,TYPO3.Fluid,Feature,"",Resolved,Should have,Implement ViewHelperVariableContainer,Sebastian Kurfuerst,Sebastian Kurfuerst,2010-10-20 05:44,Core,1.0.0 alpha 1,2009-05-27,"","",100,2009-05-27 05:54,"","",2602650,"","",Implement ViewHelperVariableContainer
3480,TYPO3.Fluid,Bug,"",Resolved,Must have,SelectViewHelper creates multiple select field by default,Robert Lemke,Sebastian Kurfuerst,2010-10-20 05:44,ViewHelpers,1.0.0 alpha 1,2009-05-27,"","",100,2009-05-27 05:59,"","",2602600,"","","This Fluid HTML

<pre>
<f:form.select property=""versionNumber"" options=""{nextPossibleVersions}"" />
</pre>

is rendered as 

<pre>
<select name=""newRelease[versionNumber][]"">
<option value=""0"">1.0.0-alpha1</option>
<option value=""1"">1.0.0-beta1</option>
</select>
</pre>

even though I didn't specify a ""multiple"" argument. This is not what I'd expect."
3481,TYPO3.Fluid,Bug,"",New,Should have,Use ViewHelperVariableContainer in PostParseFacet,Sebastian Kurfuerst,"",2011-10-21 07:37,Core,"",2009-05-27,"","",0,2009-05-27 06:05,"","",2601000,"",FLOW3 1.0.0,Currently TemplateVariableContainer is used
3487,TYPO3.Flow,Feature,"",Resolved,Must have,Add FLOW3_AOP_Proxy_hasProperty to AOP proxies,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,AOP,1.0 alpha 2,2009-05-27,"","",100,2009-05-27 07:28,"","",1795250,"","",This is need to resolve #3486
3488,TYPO3.Flow,Bug,"",Resolved,Must have,Parameters of actions which have a name containing uppercase characters are not automatically registered,Robert Lemke,"",2010-10-20 05:39,MVC,1.0 alpha 1,2009-05-27,"","",100,2009-05-27 08:25,"","",1790950,"","","Automatic parameter registration works for the regular CRUD actions:

<pre>
public function createAction($myParameter) 
</pre>

but doesn't work if there's an uppercase character in the action name:

<pre>
public function createFooAction($myParameter)
public function createMyBarAction($myParameter)
</pre>

This is due to case conversion problems in the Action Controller and finally fails in this line:

<pre>
	protected function initializeActionMethodArguments() {
		$methodParameters = $this->reflectionService->getMethodParameters(get_class($this), $this->actionMethodName);
</pre>

because $this->actionName contains for example ""createmybarAction"""
3507,TYPO3.Flow,Task,"",Resolved,Must have,Apply new conventions for naming of Domain Models and Repositories,Robert Lemke,Karsten Dambekalns,2010-10-20 05:39,"",1.0 alpha 2,2009-05-29,"","",100,2009-05-29 03:49,"","",17150,"","","The naming conventions for domain models, validators and repositories should change to the following scheme:

<pre>
\F3
  \Blog
    \Domain
      \Model
        Blog
        CommentInterface
        AbstractComment
        GoodComment
        Badcomment
      \Repository
        BlogRepository
        PostRepository
      \Validator
        BlogValidator
        EverythingFineValidator
</pre>

This probably requires changes in the resolving mechanism for validators and repositories.
Make sure that also substructures are supported:

<pre>
    \Domain
      \Model
        \Content
          ContentInterface
          AbstractContent
          Page
          Text  
        Site
        StructureNode
      \Repository   
        \Content
          PageRepository
        SiteRepository
        StructureNodeRepository
</pre>

Document the new conventions in the manual."
3513,TYPO3.Flow,Bug,"",Resolved,Must have,Created logfiles are read-only for either command line user or web user,Robert Lemke,Robert Lemke,2010-10-20 05:39,Log,1.0 alpha 1,2009-05-29,"","",100,2009-05-29 05:04,"","",1790900,"","","The logfiles created by the FileBackend automatically are owned by the current user running the script - that may be the webserver's user if FLOW3 is accessed from the web or another user if called from the command line. The problem is that whoever runs FLOW3 first, owns the log file and the default access rights are something like <pre>-rw-r--r-</pre>. If the other user tries to run FLOW3, it will fail because it can't write to the log file.

Therefore we should set the access rights to <pre>-rw-rw---</pre> upon creating the file. This should happen in the open() method of the FileBackend."
3519,TYPO3.Flow,Bug,"",Resolved,Should have,"typo: Misspelling of ""successful"" (was: sucessful)",Steffen Gebert,Karsten Dambekalns,2010-10-20 05:39,MVC,1.0 alpha 1,2009-05-29,"","",100,2009-05-29 10:43,"","",1790850,"","","sucessful(ly) -> successful(ly)

Greets
Steffen"
3525,TYPO3.Fluid,Feature,"",Resolved,Should have,"translateViewHelper and key=""LLL:EXT:lang/locallang_core.xml:show_item.php.table"" ",Susanne Moog,Bastian Waidelich,2010-10-20 05:44,"","",2009-06-01,"","",100,2009-06-01 10:35,"","",2600950,"","","The translateViewHelper should be able to resolve referenced paths to external lang files given in the form key=""LLL:EXT:lang/locallang_core.xml:show_item.php.table"". "
3529,TYPO3.Flow,Bug,"",Resolved,Must have,Detection of new objects in argument handling fails,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,MVC,1.0 alpha 1,2009-06-01,"","",100,2009-06-01 16:24,"","",1790800,"","","The symptom is @#1237305720: Argument ""newBlog"": Querying the repository for the specified object was not successful.@

When looking closer it turns out that on the first error all is well, but when submitting a second time, the exception is thrown. The reason is, that we rely on a new object to not have an UUID. But with the resolution of #3477 all entities get an UUID upon creation - boom."
3532,TYPO3.Flow,Bug,"",Resolved,Should have,Package Manager creates new packages at wrong location,Tim Eilers,Karsten Dambekalns,2010-10-20 05:39,Package,1.0 alpha 1,2009-06-01,"","",100,2009-06-01 17:56,"","",1790750,"","","(The used OS was Debian Lenny)

Perhaps i did something wrong, but i just followed the instructions of the Welcome package and entered 
<pre>
./flow3 package create MyPackage
</pre>

I expected my package somewhere under the Packages subfolder, but it was created at / ( /MyPackage/ ).

If it is works-as-designed please close this bug, but point me to the option where i can control the folder where the package will be created.

If it is a bug it should be fixed and create a package in the Local subfolder of the Packages subfolder."
3534,TYPO3.Flow,Bug,"",Resolved,Must have,File permission issues,Tim Eilers,Robert Lemke,2010-10-20 05:39,Core,1.0 alpha 3,2009-06-02,"","",100,2009-06-02 05:48,"","",1796300,"","","There are still some file persmission issues, which won't kill you, but are not perfectly clean in sense of security and beautiness:

* package manager creates 777-ed folders
* setfilepermissions.sh gives group write permission to some folders. this maybe fine on MacOS but not on some Linux environments. i think this was done for the logfile problem, but it isnt needed anymore
* setting folder and file permissions should be mentioned in documentation, because it is not everywhere possible to run the setfilepermissions.sh script. it should also cover situations where it is not possible to ""chown"" to webserver user (then set the needed folders to write permission for others aka 777 or 757) or special suexec/fastcgi environments (then changing anything isn't needed at all!).
* Public/Resources needs webservers write permission (perhaps that is already fixed)
* there are rare cases where the CLI user is not root, that should be no problem at the moment, but always kept in mind...
* Data/Temporary is 777-ed at the moment, too. it has to, since both CLI and Web requests create some hash-named folders. perhaps this could be changed to CLI/Web subfolders like it was done for the Logfiles?"
3535,TYPO3.Flow,Bug,"",Resolved,Should have,Temoprary files no longer end up in Data/Temporary,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,Environment,1.0 alpha 1,2009-06-02,"","",100,2009-06-02 08:06,"","",1790700,"","",Since the introduction of initializeEnvironment() in F3\FLOW3 the temporary directory base is no longer set to the value given in the configuration (because new is used and the configuration would not be available anyway).
3537,TYPO3.Flow,Bug,"",Resolved,Must have,Subroute placeholders appear in URL if no replaced,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,Configuration,1.0 alpha 2,2009-06-02,"","",100,2009-06-02 14:12,"","",1795200,"","","From IRC:
after deleting the welcome package i get strange subroutes for e.g. documentation ""http://flow3-alpha1.local/%3Cwelcomesubroutes%3E?packageKey=FLOW3&documentationName=Manual&language=en&%40action=index&%40controller=Standard&%40package=DocumentationBrowser"""
3544,TYPO3.Flow,Bug,"",Resolved,Must have,CLI logs end up in the Web folder due to bug in Utility\Environment,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,Environment,1.0 alpha 2,2009-06-03,"","",100,2009-06-03 02:31,"","",1795150,"","","CLI logs end up in the same folder as Web logs, due to a bug introduced with r2525 (which fixed #3535)."
3550,TYPO3.Flow,Bug,"",Closed,Should have,Uncaught FLOW3 Exception in FileBackend on Windows,David Bruehlmeier,"",2010-10-20 05:39,Cache,"",2009-06-03,"","",0,2009-06-03 13:05,"","",1782200,"","","When starting the 1.0.0-alpha1 welcome screen, an ""Uncaught FLOW3 Exception"" is shown (see below). The exception stays even when reloading the page.

My environment:
* PHP 5.3.0RC1
* Apache/2.2.11 (Win32)
* Windows XP Professional Service Pack 3

<pre>
Uncaught FLOW3 Exception
#1: Warning: touch() [function.touch]: Unable to create file D:/Server/localhost/FLOW3-1.0.0-alpha1/Data/Temporary/5775c602eb68e9f81ff2ed205a288533/default/Cache/Development/Tags/%CLASS%F3_DocumentationBrowser_RoutePartHandlers_FileRoutePartHandler/FLOW3_Reflection^F3_DocumentationBrowser_RoutePartHandlers_FileRoutePartHandler because No such file or directory in D:\Server\localhost\FLOW3-1.0.0-alpha1\Packages\Global\FLOW3\Classes\Cache\Backend\FileBackend.php line 183 (More information)

F3\FLOW3\Error\Exception thrown in file
D:\Server\localhost\FLOW3-1.0.0-alpha1\Packages\Global\FLOW3\Classes\Error\ErrorHandler.php in line 98.
</pre>"
3551,TYPO3.Fluid,Bug,"",Resolved,Should have,HtmlViewHelper outputs htmlspecialchared code,Joerg Schoppet,Sebastian Kurfuerst,2010-10-20 05:44,Core,1.0.0 alpha 2,2009-06-03,"","",100,2009-06-03 13:51,"","",2603400,"","","Hi,

using the HtmlViewHelper at least in typo3 4.3 the output is always htmlspecialchared.

Adding:
@$value = htmlspecialchars_decode($value);@

after line 71 of Tx_Fluid_ViewHelpers_Format_HtmlViewHelper

solve this problem. But I don't know if this is the wanted way."
3559,TYPO3.Flow,Task,"",Resolved,Could have,Get rid of state in Package.xml files,Karsten Dambekalns,Robert Lemke,2010-10-20 05:39,Package,1.0 alpha 2,2009-06-04,"","",100,2009-06-04 04:21,"","",17350,"","","*Theory:*

The state in Package.xml is redundant (should be in the version number) and will cause inconsistencies over time (just look at the number of extension in TER being beta although stable for years). We should get rid of it."
3560,TYPO3.Flow,Feature,"",Resolved,Should have,Display meaningful error message if temporary path would be too long for OS,Robert Lemke,Bastian Waidelich,2010-10-20 05:39,Utility,1.0 alpha 3,2009-06-04,"","",100,2009-06-04 04:27,"","",1796250,"","","Certain setups (Windows ...) don't allow long path names. If FLOW3 is installed somewhere deep in the file structure, the path + file name for the caches and temp directory can become too long.

Currently this results in an exception thrown when trying to write to that directory (see #3550) but this could be checked earlier, when the temp directory is created in Utility\Environment. A meaningful error message would help to configure FLOW3 correctly."
3567,TYPO3.Flow,Task,"",Resolved,Could have,Define FLOW3_SAPITYPE constant in bootstrap,Bastian Waidelich,"",2010-10-20 05:39,Environment,"",2009-06-04,"","",100,2009-06-04 13:26,"","",17400,"","","IMO global constants are as bad as global variables. So I'm happy there are only 4 constants needed yet in FLOW3.
They're all defined in FLOW3-bootstrap - except FLOW3_SAPITYPE, that's defined in the constructor of F3\FLOW3\Utility\Environment if it hasn't been defined before.
Attached patch fixes this. But maybe \F3\FLOW3\Utility\Environment::getSAPIType() could be a static method too so we wouldn't need to instantiate it at all and could move the Constant-definition up to the other three defines()..."
3568,TYPO3.Flow,Bug,"",Resolved,Should have,PHP version check comes too late on non-namespaced PHP versions,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,"",1.0 alpha 2,2009-06-04,"","",100,2009-06-04 16:59,"","",1795100,"","","Using FLOW3 on PHP < 5.3 ends with a fatal error about an illegal input character (backspace). There is a version check in FLOW3.php, but it comes too late: The parsing is done before any execution, so the backslash in Public/index.php causes a fatal error (as would any backslashes in FLOW3.php)."
3569,TYPO3.Flow,Bug,"",Resolved,Should have,setfilepermissions.sh: with non-writable Temporary folder caches end up elsewhere (CLI mode),Karsten Dambekalns,Robert Lemke,2010-10-20 05:39,Core,1.0 alpha 2,2009-06-04,"","",0,2009-06-04 17:17,"","",1795050,"","","Just had weird fatal errors in CLI mode, and it turned out the cache was in /tmp/ instead of Data/Temporary/ - because the latter was not writable. setfilepermissions.sh set owner and group, but the folder needs to be writable also for the CLI user (analog to the Logs folder)."
3580,TYPO3.Flow,Feature,"",New,Must have,Create an administration panel for the FLOW3 Development context,Robert Lemke,"",2011-10-13 09:21,MVC,"",2009-06-05,"","",0,2009-06-05 04:31,"","",1782150,"","","We need some kind of admin panel which is (can be) displayed on the page rendered by FLOW3 and provides some useful information to the developer. That could be:

* Information about caches, ability to flush certain caches
* Information about routing (which route matched etc.)
* Memory consumption / parse time
* Tail of certain logs ?

The graphical design and code architecture should allow for third party packages to plugin to the panel for providing custom functionality.

Before this ticket can be close we need (solved in separate tickets - please create some):

* A UI concept and after that, an actual design
* A rough concept for the implementation
* The actual implementation"
3581,TYPO3.Flow,Feature,"",Resolved,Must have,Site lock / code cache flushing mechanism,Robert Lemke,Robert Lemke,2010-10-20 05:39,Cache,1.0 alpha 2,2009-06-05,"","",100,2009-06-05 04:36,"","",1795000,"","","We need a concept and implementation for flushing critical caches like the code caches.

In order to flush the code caches, we need to completely lock the application so that no requests come through while the php classes are deleted or rebuilt (which obviously would lead to some fatal error). This locking mechanism should be as simple as the bootstrap checking for the presence of a file (like FLOW3_SITE_LOCK)."
3582,TYPO3.Flow,Task,"",Closed,Should have,Concurrency stress test,Robert Lemke,Robert Lemke,2010-10-20 05:39,- Testing -,1.0 alpha 2,2009-06-05,"","",100,2009-06-05 04:42,"","",17550,"","","Currently we have only few experience with multiple concurrent users accessing FLOW3 at the same time. This ticket is about testing the behavior of FLOW3 when running simultaneous requests.

What we especially need to find out is

* how FLOW3 reacts if caches are empty
* how FLOW3 reacts in production context if caches are filled (theoretically shouldn't be a problem at all)
* if accessing FLOW3 in development context has any side effects on the Production context (shouldn't ...)
* how FLOW3 scales performance wise

Try to detect any race conditions so we can make them atomic.
"
3583,TYPO3.Flow,Task,"",Closed,Must have,Profiling of persistence framework / CR,Robert Lemke,Karsten Dambekalns,2010-10-20 05:39,Persistence,1.0 alpha 2,2009-06-05,"","",0,2009-06-05 04:59,"","",17600,"","",We need to have an intensive profiling session for figuring out where the weaknesses currently are regarding speed of persistence.
3584,TYPO3.Flow,Task,"",Resolved,Must have,Write a getting started tutorial,Robert Lemke,Robert Lemke,2010-10-20 05:39,- Documentation -,1.0 alpha 3,2009-06-05,"","",100,2009-06-05 05:09,"","",17650,"","","Especially for the welcome package but also in general we need some getting started tutorial which explains the first steps for creating a new package, controller, fluid template, persist stuff etc."
3585,TYPO3.Flow,Major Feature,"",New,Should have,Implement support for value objects,Robert Lemke,"",2013-02-20 08:45,"","",2009-06-05,"","",0,2009-06-05 05:12,"","",1782100,"","","Currently value objects are not truly supported as such - but we want that.
This ticket consists of several sub tasks (see related issues)"
3586,TYPO3.Flow,Feature,"",Resolved,Could have,Assure that value objects are immutable,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,Persistence,1.0 alpha 8,2010-03-16,"",1.00,100,2009-06-05 05:17,"","",1803400,"","","The concept of value objects is that they are solely identified by their value and that if two value objects have the same value, they are considered identical. This allows for sharing the same instance of a value object among other objects - but only if the value doesn't change afterwards.

Make sure that value objects are immutable. Properties of a value object should only be set through the constructor. To enforce that we could intercept any potential setters and throw an exception if they are called."
3587,TYPO3.Flow,Feature,"",New,Could have,Enforce validation rules for value objects already in constructor,Robert Lemke,"",2010-10-20 05:39,Validation,"",2009-06-05,"","",0,2009-06-05 05:21,"","",1782050,"","","Because the values of a value object can't be changed after instantiation, we should assure that only valid value objects exist. This should be done by validating the constructor arguments already in the constructor.

The validation mechanism should be introduced by some aspect (@around the constructor) and throw an exception if validation fails."
3588,TYPO3.Flow,Feature,"",Accepted,Should have,Support value objects in the Object Factory,Robert Lemke,Robert Lemke,2010-10-20 05:39,Object,"","","",12.00,0,2009-06-05 05:24,"","",1782000,"","","The Object Factory should have special support for value objects.

Value objects are in fact a mixture of protoype and singleton - although multiple instances of a class may exist, we should only create one instance with the same constructor arguments. The Object Factory (and Object Manager) should return an existing value object if a new one with exactly the same arguments (properties) is requested."
3592,TYPO3.Fluid,Feature,"",Resolved,Should have,Alias view helper for setting template variables,Christopher Hlubek,Bastian Waidelich,2010-10-20 05:44,ViewHelpers,1.0.0 alpha 2,2009-06-05,"","",100,2009-06-05 09:56,"","",2603350,"","","There should be an alias view helper that can set variables in the template.

The following use cases should be supported:

<pre>
<f:alias value=""{foo.bar.baz}"" as=""x"">
{x.name}
</f:alias>
<f:alias map=""{x: foo.bar.baz, y: foo.bar.baz.name}"">
{x.name} or {y}
</f:alias>
</pre>
"
3595,TYPO3.Fluid,Feature,"",Closed,Should have,Convert integer types to boolean for if viewhelper,Balisky Christophe,Bastian Waidelich,2010-10-20 05:44,ViewHelpers,1.0.0 alpha 2,2009-06-06,"","",0,2009-06-06 03:13,"","",2603300,"","","Hello, after wndeirng why certain if conditions didn't work in my flow templates, i figures out it was because it didn't convert interger values to boolean correctely. I suggest modifiying the convertArgumentValue method in the Tx_Fluid_Core_SyntaxTree_ViewHelperNode accordingly. Positive integer values superior to 0 are considered true all others are false.

	/**
	 * Convert argument strings to their equivalents. Needed to handle strings with a boolean meaning.
	 * 
	 * @param mixed $value Value to be converted
	 * @param string $type Target type
	 * @return mixed New value
	 * @author Sebastian Kurfürst <sebastian@typo3.org>
	 * @author Bastian Waidelich <bastian@typo3.org>
	 * @todo re-check boolean conditions
	 */
	protected function convertArgumentValue($value, $type) {
		//echo ""<br>$value - $type"";
		if ($type === 'boolean') {
			if (is_string($value)) {
				//echo ""string"";
				return (strtolower($value) !== 'false' && !empty($value));
			}
			if (is_array($value) || (is_object($value) && $value instanceof Countable)) {
				//echo ""array"";
				return count($value) > 0;
			}
			if (is_object($value)) {
					//echo ""object"";
				return TRUE;
			}

			//----> NEW CODE
			if (is_integer($value)) {
				//echo ""integer"";
				return $value > 0;
			}
			// END NEW CODE ---->

			return FALSE;
		}
		return $value;
	}"
3616,TYPO3.Flow,Feature,"",Resolved,Must have,Implement Accounts/UserManagement,Andreas Förthner,Andreas Förthner,2010-10-20 05:39,Security,1.0 alpha 3,2009-06-08,"","",0,2009-06-08 16:04,"","",1796200,"","","We need a general concept how to store users, their assigned roles and custom user identity information. The default implementation should store the users in the Content Repository, but there must be support for external IdentityProviders like an LDAP directory."
3617,TYPO3.Flow,Bug,"",Closed,Should have,AOP exception + fatal error using libssh2,Alexander Buch,Karsten Dambekalns,2010-10-20 05:39,"",1.0 alpha 3,2009-06-08,"","",0,2009-06-08 16:11,"","",1796150,"","","OK here is a strange one:
I'm currently writing a server-administration tool with FLOW3. As I want to connect to other systems as well, I make use of the libssh2 library (http://www.php.net/manual/en/book.ssh2.php).
So my first simple step was basically this:

<pre>
$connection = ssh2_connect('localhost', 22);
ssh2_auth_none($connection, 'myuser');
</pre>

I did this in the StandardController of my package, that i just kickstarted before, so there is nothing in between. The result of this is a RuntimeException somewhere out of the AOP stuff when rendering the View (I guess) [attached that result].
---
It's getting even stranger, when I put the result of the authentication method into a variable like this:

<pre>
$connection = ssh2_connect('localhost', 22);
$supportedAuthenticationMethods = ssh2_auth_none($connection, 'myuser');
</pre>

This results in a fatal error:
<pre>
Fatal error: Call to a member function getVariableContainer() on a non-object in /var/www/localhost/htdocs/flow3/Packages/Global/Fluid/Classes/View/TemplateView.php on line 171
</pre>

As this stuff of course doesnt belong the StandardController (DDD), I put it into its own class => Same result

BTW: I'm using PHP 5.3_RC2, FLOW3_alpha1 and head-revision of libssh2 on a Gentoo 64bit Linux system.
"
3618,TYPO3.Flow,Feature,"",Closed,Should have,Extended ACL possibilities,Andreas Förthner,Andreas Förthner,2010-10-20 05:39,Security,"",2009-06-08,"","",0,2009-06-08 16:16,"","",1781950,"","","Currently ACLs only cover PHP methods as resources. In the future we will need some more functionality like:

* read/write/add/delete persisted domain objects (covered by the JCR Security package)
* add constraints to ACL entries, to authorize based on: object attributes, security context/user attributes, method parameters(?) (maybe this can also be integrated in the privilege definitions)
* automatic query rewriting (a query should only return accessible objects: perhaps already covered by the JCR Security package)
* ResourceManager integration (files)"
3619,TYPO3.Flow,Feature,"",New,Should have,Implement System Policy Support/System Security,Andreas Förthner,Andreas Förthner,2012-05-21 10:15,Security,"",2009-06-08,"","",0,2009-06-08 16:19,"","",1811050,"","","There should be something like a system policy or general system security, that is always enforced and cannot be circumvented. We will need a concept for that."
3620,TYPO3.Flow,Feature,"",Closed,Should have,Implement a request stack,Andreas Förthner,Andreas Förthner,2011-08-04 08:53,MVC,1.0 beta 2,2010-03-08,"",14.00,10,2009-06-08 16:22,"","",1811000,"","",Intercepted requests (e.g. because of a security exception) should be pushed on the stack. After resolving the problem the request should be popped from the stack again and restarted or resumed.
3621,TYPO3.Flow,Feature,"",New,Should have,Implement dynamic firewall filter registration,Andreas Förthner,Andreas Förthner,2012-05-21 10:15,Security,"",2009-06-08,"","",0,2009-06-08 16:25,"","",1810950,"","",This is e.g. needed to support transparent encryption and decryption of request arguments.
3622,TYPO3.Flow,Feature,"",Resolved,Must have,Implement an access view helper,Andreas Förthner,Andreas Förthner,2010-10-20 05:39,Security,1.0 alpha 4,2009-06-08,"","",0,2009-06-08 16:29,"","",1796750,"","","This view helper should expect a resource as argument and render its subnodes only, if the current user has access to the given resource."
3623,TYPO3.Flow,Feature,"",Resolved,Should have,Implement authentication providers,Andreas Förthner,Andreas Förthner,2012-01-27 10:40,Security,"",2009-06-08,"","",0,2009-06-08 16:31,"","",1781900,"","","We should have at least the following:

* generic Username/Password (refactor the existing ones)
* HTTP Basic/Digest
* LDAP"
