#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
28217,TYPO3.TypoScript,Bug,"",Resolved,Should have,ContentObjects should not render if corresponding node is not accessible,Bastian Waidelich,Bastian Waidelich,2011-07-15 12:07,"","",2011-07-14,"","",100,2011-07-14 17:41,"","",183650,"","Currently only the accessRole of TYPO3.TYPO3:Page nodes are enforced. But it should be possible to restrict rendering of a node more ""fine-grained"".
E.g. following should be possible:
<pre>
<code class=""xml"">
<node type=""TYPO3.TYPO3:Page"">
	<properties>
		<title>Some Page</title>
	</properties>
	<node identifier="""" type=""TYPO3.TYPO3:Section"">
		<node identifier="""" type=""TYPO3.TYPO3:Text"">
			<properties>
				<headline>Public text</headline>
				<text><![CDATA[Should visible to everyone]]></text>
			</properties>
		</node>
		<node identifier="""" type=""TYPO3.TYPO3:Text"">
			<accessRoles>
				<role>SomeRole</role>
			</accessRoles>
			<properties>
				<headline>Protected text</headline>
				<text><![CDATA[Should only be visible to logged in users of role ""SomeRole""]]></text>
			</properties>
		</node>
	</node>
</node>
</code>
</pre>"
27672,TYPO3.TypoScript,Feature,"",Closed,Should have,Make response format configurable in TypoScript,Stefan Neufeind,Karsten Dambekalns,2012-07-13 10:21,_old,"",2011-06-24,"","",0,2011-06-23 21:07,"","",158300,"","(based on #9216 from extbase; needs some kind of ""forward-port"" to FLOW3 as suggested by Bastian on gerrit)

The response format can only be set using GET/POST parameters.

But it would be helpful to set it in TypoScript. For example if you create a new PAGE that outputs ics. You would have to use an url like
http://example.org/index.php?id=123&type=150&tx_czsimplecal_pi1[format]=ics

what could be considered a repetition.

Commit from #9216 adds such a functionality for extbase."
9925,TYPO3.TypoScript,Feature,"",Resolved,Won't have this time,"Support for ""Allman style""",Christian Eßl,"",2012-07-04 05:23,"","",2010-09-27,"","",0,2010-09-27 04:52,"","",1814250,"","I don't know how others feel about it, but as for me I can't really concentrate on the enforced ""K & R style"" in Typoscript 1.0, which often gives me a headache.

So I would really appreciate it, if there were a possibility to use the ""Allman brace style"" in Typoscript 2.0. "
8647,TYPO3.TypoScript,Task,"",Closed,Should have,CropProcessor should correctly crop HTML content,Bastian Waidelich,Karsten Dambekalns,2012-07-13 10:21,_old,"",2010-07-04,"","",0,2010-07-04 07:13,"","",42850,"",Since a while the v4 crop function is able to handle strings without breaking HTML tags. We should add that functionality too.
8646,TYPO3.TypoScript,Bug,"",Closed,Must have,CropProcessor should respect pre/suffix string in calculation of maximum characters,Bastian Waidelich,Karsten Dambekalns,2012-07-13 10:21,_old,"",2010-07-04,"","",0,2010-07-04 07:10,"","",1817400,"",Right now the Crop TypoScript processor adds the configured pre/suffix string to the cropped string resulting in a string that exceeds the maximumCharacter setting. Instead it should subtract the length of the pre/suffix string from maximumCharacters as it happens in the v4 crop function
8575,TYPO3.TypoScript,Task,"",Closed,Should have,Exception on wrong processing instruction misleading,Karsten Dambekalns,Karsten Dambekalns,2012-07-04 09:38,_old,"","","","",0,2010-06-30 12:08,"","",42050,"","When defining a processing instruction incorrectly like
<pre>
foo << wrap('foo', 'bar')
</pre>
you get the exception
<pre>
#1182705997: Invalid processing instruction ""wrap('foo', 'bar')""
</pre>

This is misleading, because it makes you think the wrap is wrong, but it's the index missing in this case.
"
8440,TYPO3.TypoScript,Feature,"",Resolved,Should have,Add support for named parameters for TS processors,Bastian Waidelich,"",2010-10-20 05:40,"","",2010-06-22,"","",100,2010-06-22 06:22,"","",1814300,"","Currently the processor notation is
<pre>
foo << 1.wrap('prefix', 'suffix')
</pre>
We decided to change this to
<pre>
foo << 1.wrap(prefix: 'prefix', suffix: 'suffix')
</pre>

You'll have to specify the parameter names. That might seem cumbersome, but it's more flexible - especially if you have a lot of parameters. Additionally it's in sync with the Fluid ViewHelper syntax.

@Note: I'm already working on this, but can't assign myself as I'm not yet member of this package. Please add me ;)"
8439,TYPO3.TypoScript,Bug,"",Resolved,Must have,Fix Namespace support in processor notation,Bastian Waidelich,Bastian Waidelich,2010-10-20 05:40,"","",2010-06-22,"","",100,2010-06-22 06:18,"","",1814350,"","Processor methods can either be within the default namespace or must be specified with the full component name. Since PHP supports propper namespaces, specifying the full object name does not work anymore.
The reason is, that the regular expression (SPLIT_PATTERN_INDEXANDMETHODCALL) does not allow backslashes.
An option would be to change the regular expression from
<pre>
/(?P<Index>\d+)\.(?P<ObjectAndMethodName>\w+)\s*\((?P<Arguments>.*?)\)\s*$/
</pre>
to
<pre>
/(?P<Index>\d+)\.(?P<ObjectAndMethodName>[^\(]+)\s*\((?P<Arguments>.*?)\)\s*$/
</pre>"
7559,TYPO3.TypoScript,Bug,"",Resolved,Should have,Double slashes are interpreted as comments even within literals,Robert Lemke,Robert Lemke,2010-10-20 05:40,"","",2010-04-30,"","",100,2010-04-30 08:43,"","",1814400,"","Any occurrence of ""//"" within a literal will be interpreted as a comment - and it shouldn't"
7555,TYPO3.TypoScript,Bug,"",Resolved,Should have,Curly braces within literals are interpreted as confinements,Robert Lemke,Robert Lemke,2010-10-20 05:40,"","",2010-04-30,"","",100,2010-04-30 08:01,"","",1814450,"","Curly braces within literals must be ignored by the parser, however, the following TS line results in ""#1181575973: Unexpected closing confinement without matching opening confinement. Check the number of your curly braces."":

<pre>
theTemplate.source = ""<html><head><title>{model.title}</title></head><body>Sample Template</body></html>""
</pre>
"
7552,TYPO3.TypoScript,Feature,"",Resolved,Should have,Implement multiline string support,Robert Lemke,Tobias Liebig,2010-10-20 05:40,"","",2010-04-30,"","",100,2010-04-30 07:11,"","",1814500,"","This should be possible:

<pre>
foo = Text
foo.value = "" The text starts at this line
   ...
   and ends a few lines later. ""

</pre>
"
5243,TYPO3.TypoScript,Bug,"",Resolved,Must have,It is not possible to assign an object to a property,Robert Lemke,Robert Lemke,2010-10-20 05:40,"","",2009-11-05,"","",100,2009-11-05 06:33,"","",1814550,"","The following code results in a parse error:

<pre>
   page = Page
   page.template = Template
</pre>
"
5241,TYPO3.TypoScript,Bug,"",Resolved,Must have,Overriding properties doesn't work,Robert Lemke,Robert Lemke,2010-10-20 05:40,"","",2009-11-05,"","",100,2009-11-05 06:31,"","",1814600,"","Consider a Page object with a title property:

<pre>
   page = Page
</pre>

Rendering this object would fetch the <pre>page.title</pre> from the domain model and display it. However, it is not possible to override this property:

<pre>
   page = Page
   page.title = ""My own title""
</pre>

The string ""My own title"" won't be used and the domain model's title will still be used instead."
1705,TYPO3.TypoScript,Bug,"",Rejected,Must have,TypoScript.value processor doesn't excape $,Peter Niederlag,Robert Lemke,2012-07-04 05:24,"","",2008-10-13,"","",0,2008-10-13 10:54,"","",1817700,"","page.10.1.vlue = ""A test to get a DOLLAr sign \$variable""

doesn't work and still display the value of $variable"
481,TYPO3.TypoScript,Bug,"",Closed,Should have,confinements for arrays don't work.,Robert Lemke,Karsten Dambekalns,2012-07-13 10:21,_old,"",2008-04-24,"","",0,2008-04-24 10:25,"","",1814650,"","backend.10 = GUI:Window
backend.10 {
  title = ""abc""
}

Throws exception #1180548488: Invalid object definition ""backend.10 {"" 

however, this works:

backend.10 = GUI:Window
backend.10.title = ""abc""

"
455,TYPO3.TypoScript,Bug,"",Closed,Should have,processor_crop fails cropping strings with HTML-tags or -entities properly,Jochen Rau,Karsten Dambekalns,2012-07-13 10:21,_old,"",2008-04-06,"","",0,2008-04-05 20:22,"","",1817750,"","processor_crop should close cropped tags like
<pre><strong><a href=""mailto:kasper@typo3.org"">Kasper Skår...</a></strong></pre>
and should not crop entities like
<pre>Kasper Sk&aring;rh&oslash;j</pre>
to avoid unvalid and faulty FE-output. You find appropriate test cases attached.

-Jochen"
454,TYPO3.TypoScript,Feature,"",Closed,Should have,processor_crop should provide at least all TYPO3v4 options,Jochen Rau,Karsten Dambekalns,2012-07-13 10:21,_old,"",2008-04-06,"","",0,2008-04-05 19:51,"","",1814700,"","In TYPO3v4 there is an option to crop from right:
""Syntax: +/- (chars) = from left / from right | [string] | [boolean: keep whole words]"" (TSRef)

In the actual implementation of the processor_crop cropping is possible from left and right but chars are only counted from left. IMO there should be three parameters:

CROP_AT: Char|Word|Sentence
CROP_FROM: right|left
COUNT_CHARS_FROM: left|right

The first option should be default.

- Jochen"
62,TYPO3.TypoScript,Feature,"",Closed,Should have,Decide on and implement TypoScript Array access,Robert Lemke,Robert Lemke,2010-10-20 05:40,"","","","","",0,2007-08-09 02:55,"","",1814750,"","(see mailing list discussion)

page = Page
pager10 = Text 
page.10 = Text
"
57,TYPO3.TypoScript,Bug,"",Closed,Should have,Unsetting elements of content arrays does not work,Robert Lemke,Karsten Dambekalns,2012-07-13 10:21,_old,"","","","",0,2007-06-29 15:05,"","",1814800,"","The following code throws an exception:

<pre>
page = Page
page.10 = Text
page.10 >
</pre>

Tried to assign a value to the non-existing property ""10"" to an object of type ""T3P_CMS_TypoScript_Page"""
55,TYPO3.TypoScript,Feature,"",Closed,Should have,Namespaces are not available for the definition of processor methods,Robert Lemke,Karsten Dambekalns,2012-07-13 10:21,_old,"","","","",0,2007-06-28 06:35,"","",1814850,"","Currently a processor method can either be within the default namespace or must be specified with the full component name:

  ...value << 1.wrap('x', 'y')
  ...value << 1.T3P_CMS_TypoScript_Processors->wrap('x', 'y')

However, it should be possible referring to a namespace:

  ...value << 1.mynamespace:myFunction()
"
54,TYPO3.TypoScript,Feature,"",Closed,Should have,Optimize speed of regular expressions in TypoScript parser,Robert Lemke,Karsten Dambekalns,2012-07-13 10:21,_old,"","","","",0,2007-06-05 09:45,"","",1814900,"",The regular expressions which are used in the TypoScript parser are worth a review in order to find faster alternatives.
