#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Has patch,Affected Flow version,Description
50801,TYPO3.Fluid,Feature,"",Closed,Could have,"Arguments ""path"" and ""package"" for f:layout View Helper",Rafael Kähm,Bastian Waidelich,2013-08-08 07:20,View,"",2013-08-05,"","",0,2013-08-05 15:03,"","",1288400,"",No,"","This is usefull if you use multiple packages for the same application.

Make sure you use ""package"" argument for each VH that needs this argument inside used layout, because Fluid does not know ""origin"" (also where layout come from) and tries to fetch controller and action from package, which uses this layout. 

Also next step is to implement Node-""origin"" functionality and after that Arguments ""path"" and ""package"" for f:render View Helper (for Partials).

gerrit review comes tomorrow."
50826,TYPO3.Fluid,Feature,"",Closed,Could have,"add resource as parameter for <f:render partial=""resource://MyVendor.Package/Private/Partials/SomePartial"" /> ",Rafael Kähm,Bastian Waidelich,2013-08-08 07:21,"","",2013-08-06,"","",0,2013-08-06 08:57,"","",1289650,"",No,"",This is usefull if you use multiple packages for the same application.
50888,TYPO3.Fluid,Bug,"",Under Review,Should have,WSOD by changing name of section and if Fluid caches are generated,Rafael Kähm,"",2014-08-26 09:52,"","",2013-08-07,"","",0,2013-08-07 12:45,"","",1292750,"",No,Git master,"If you change the name of some section in your Layout and caches were generated before this change, then you get WSOD with following message in php log file:

PHP Fatal error:  Call to undefined method FluidCache_Vendor_PackageName_Standard_action_index_bb47a7064d2c509f0bd5f35af56ae64023f35f04::section_3065c96e28893f22b707315d76eb3c0794993450() in ...../Packages/Framework/TYPO3.Fluid/Classes/TYPO3/Fluid/View/AbstractTemplateView.php on line 247

as you can see Fluid tries to call section_3065c96e28893f22b707315d76eb3c0794993450() [also 'section_' . sha1($sectionName)]

Fluid makes no checking if layout file was changed and no check if method exists.

Fluid should throw an exception on this place instead of WSOD."
51100,TYPO3.Fluid,Feature,"",New,Must have,Links with absolute URI should have the option of URI Scheme,Patrick Kroog,"",2013-08-16 06:06,ViewHelpers,"",2013-08-16,"","",0,2013-08-16 05:14,"","",1303200,"",No,"","At the moment it's not possible to build absolute URIs with https scheme.

Only the ExternalViewHelper allows configuring the URI scheme.


Describing example of the problem:

<f:uri.action pageUid=""1"" arguments=""{client:client}"" absolute=""1"" />

builds a full link like:
- http://example.com/index.php?id=1&tx_myplugin[client]=10


But there's no option to set the URI scheme to https, alghough the 

uriBuilder would allow setting the URI scheme:
$uriBuilder->setAbsoluteUriScheme(""https"");

(Referring to: fluid/Classes/ViewHelpers/Uri/ActionViewHelper.php)


--

So there should be another option for this in the render method in the  Action/Page Viewhelpers!"
51239,TYPO3.Fluid,Bug,"",Under Review,Must have,"AbstractViewHelper use incorrect method signature for ""$this->systemLogger->log()""",Timo Dödtmann,Adrian Föder,2014-04-11 05:17,Core,"",2013-08-21,"","",0,2013-08-21 11:20,"","",1310050,"",Yes,Flow 2.0.0,"Within the `AbstractViewHelper::callRenderMethod()` a log entry will be created if en exception is thrown.
But the method signature of the systemLogger (\TYPO3\Flow\Log\LoggerInterface) looks slightly different to the method call.

TYPO3\Flow\Log\LoggerInterface
<pre>
public function log($message, $severity = LOG_INFO, $additionalData = NULL, $packageKey = NULL, $className = NULL, $methodName = NULL);
</pre>

vs.

TYPO3\Fluid\Core\ViewHelper\AbstractViewHelper
<pre>
$this->systemLogger->log('An Exception was captured: '. $exception->getMessage() . '(' . $exception->getCode() . ')', LOG_ERR, 'TYPO3.Fluid', get_class($this));
</pre>

The `$additionalData` is missing."
51277,TYPO3.Fluid,Feature,"",New,Should have,ViewHelper context should be aware of actual file occurrence,Adrian Föder,"",2013-08-23 02:43,"","",2013-08-23,"","",0,2013-08-23 02:43,"","",1311950,"",No,"","Especially when it comes to errors, or the need of determining a package, ViewHelpers need to know in what file they are noted.

Currently I know of the following cases:

* Every kind of error like ""argument foo needs to be supplied"", or exceptions thrown in ViewHelpers
* ViewHelpers that need to find out a package name, like f:translate and the .action VHs

The last case currently attempts to get this information (the current controller, hence package) from the Request, but there are cases where the Request is not available (starting with StandaloneView). So when using a ViewHelper and skipping any ""package"" argument, I as the integrator would expect the package where the current file resides as the default.

I don't know that much about the parsing internals, but I think it would get really tough since Fluid works on strings rather soon, right?
Maybe Layouts, Templates and Partials can be Objects with a ""sourceFile"", a ""sourceCode"" and a __toString method, and ViewHelpers have access to these objects... just an idea... No clue if that's possible in any way."
52182,TYPO3.Fluid,Bug,"",Rejected,Should have,& vs. &amp;,mario chiari,Bastian Waidelich,2013-09-24 09:16,ViewHelpers,"",2013-09-23,"","",0,2013-09-23 05:38,"","",1356900,"",No,Flow 2.0.0,"see http://www.htmlhelp.com/tools/validator/problems.html#amp
It seems that Fluid renders 
<pre>
<f:uri.action ... arguments=""{obj1:value1, obj2:value2}""></f:uri.action>
</pre>
as 
<pre>
obj1=value1&obj2=value2
</pre>
instead of 
<pre>
obj1=value1&amp;obj2=value2
</pre>
"
52419,TYPO3.Fluid,Bug,"",New,Should have,Wrong PHPDocs notation for default value inline f:translate viewhelper,Frans Saris,"",2013-10-01 03:10,"",2.0,2013-10-01,"","",0,2013-10-01 03:03,"","",1368550,"",No,Git master,"The inline documentation in TYPO3\Fluid\ViewHelpers\TranslateViewHelper states:
<pre>
<code title=""Inline notation"">
{f:translate(id: 'some.label.id', default: 'fallback result')}
</code>
</pre>

But this has to be:

<pre>
<code title=""Inline notation"">
{f:translate(id: 'some.label.id', value: 'fallback result')}
</code>
</pre>"
52536,TYPO3.Fluid,Bug,"",Under Review,Should have,Errorclass not set if no property-attribute set,Stefan Froemken,"",2015-07-16 05:26,"","",2013-10-04,"","",0,2013-10-04 09:17,"","",1374300,"","","","Hello Extbase-Team,

in some special cases we can't use attribute ""property"" but ""name"" and ""value"". But in that case the errorclass (red background) was never displayed.

Stefan"
52591,TYPO3.Fluid,Bug,"",New,Should have,The Pagination Widget broken for joined objects,Philipp Maier,"",2013-10-07 15:59,"","",2013-10-07,"","",0,2013-10-07 11:50,"","",1377050,"",No,Git master,"In cases where objects are reconstructed through joins, setting the LIMIT leads to an incomplete result set.

Doctrine provides an Paginator for these purposes. The widget should use this paginator as soon as it is available in Flow (see: http://forge.typo3.org/issues/52590)."
52640,TYPO3.Fluid,Feature,"",Under Review,Should have,Create an UnlessViewHelper as opposite to the IfViewHelper,Marc Neuhaus,Marc Neuhaus,2014-08-01 03:02,"","",2013-10-09,"","",0,2013-10-09 09:55,"","",1379500,"",No,"","Sometimes the IfViewHelper syntax is quite verbose if you only want to do something on ""else"":

<pre>
<f:if condition=""..."">
    <f:else>...</f:else>
</f:if>
</pre>

As an alternative we discussed a new ""UnlessViewHelper"" in IRC to shorten this:

<pre>
<f:unless condition=""..."">...</f:unless>
</pre>

The only difference to the IfViewHelper is the negation of the condition.

This helps for example shortening the syntax for a ForLoop with condition for no objects from:

<pre>
<f:if condition=""{objects}"">
    <f:then>
        <f:for each=""{objects}"" as=""object"">
            ...
        </f:for>
    </f:then>
    <f:else>No objects found</f:else>
</f:if>
</pre>

to:


<pre>
<f:for each=""{objects}"" as=""object"">
    ...
</f:for>
<f:unless condition=""{objects}"">No objects found</f:unless>
</pre>"
53059,TYPO3.Fluid,Feature,"",Closed,Should have,Throw exception for unresolved namespaces,Bastian Waidelich,Bastian Waidelich,2014-12-08 13:24,Core,"",2013-10-23,"","",0,2013-10-23 05:30,"","",1400400,"",No,"","One major source of errors when working with Fluid is the missing error handling when referring to a ViewHelper namespace that hasn't been declared.
Especially when one extracts parts of the template to a partial the namespace declaration is easily forgotten.

The issue with this is that namespace prefixes are allowed in xml so Fluid can't determine whether @<unknown-namespace:foo />@ is a mistyped ViewHelper or a (possibly valid) XML/XHTML tag that has been registered otherwise.
Given the importance of this we should solve this even though it would be a breaking change. We came up with following solution:

<pre>
<code class=""html"">
{namespace x=Some\Package\ViewHelpers}
{namespace xs}

<f:foo />  <!-- as before: this would be a valid fluid tag as ""f"" is always registered (even though it would throw an exception because there is no VH ""FooViewHelper"" in the Fluid package -->

<x:some.viewHelper />    <!-- as before: would resolve to \Some\Package\ViewHelpers\Some\ViewHelperViewHelper -->

<xs:element />     <!-- as before but explicit: would be ignored, because the namespace is registered but does not point to a PHP namespace -->

<unknown:foo />     <!-- new: would throw an exception in Dev context, ignore the tag in Production context because the namespace ""unknown"" is not defined -->

</code>
</pre>

When working with complex XML based files with a lot of namespaces (like XML Schema or LaTeX) it would be tedious to register all the namespaces so we should also support some kind of placeholder syntax like:
<pre>
<code class=""html"">
{namespace *} <!-- ignores all unknown namespaces (old behavior) -->
{namespace xs*} <!-- ignores all unknown namespaces that start with ""xs"" -->
</code>
</pre>

Note: a different approach to this would be to configure namespaces not in the Fluid template but in the configuration. See #35766 and the related issues for reasons why we *shouldn't* do this"
53800,TYPO3.Fluid,Task,"",Resolved,Must have,Regard handling of AuthenticatedUser system role in IfHasRole VH,Adrian Föder,Adrian Föder,2013-11-20 10:37,ViewHelpers,"",2013-11-20,"","",100,2013-11-20 10:01,"","",1437100,"",Yes,"","With Ia00bea27e81b2e4a172ad4f998dfa30581dd71dd, a new system role AuthenticatedUser was introduced, however, that is not backed in the mentioned VH."
53805,TYPO3.Fluid,Task,"",Resolved,Should have,Optimization in AbstractViewHelper,Wouter Wolters,"",2014-11-26 10:13,"","",2013-11-20,"","",100,2013-11-20 12:56,"","",1437350,"",No,"",Optimization in AbstractViewHelper
53806,TYPO3.Fluid,Bug,"",Under Review,Should have,Paginate widget maximumNumberOfLinks rendering wrong number of links,Wouter Wolters,Bastian Waidelich,2014-06-18 06:13,Widgets,"",2013-11-20,"","",0,2013-11-20 13:11,"","",1437400,"",No,(any),"When setting maximumNumberOfLinks configuration option to 8, 10 links will be rendered."
54135,TYPO3.Fluid,Bug,"",Resolved,Should have,Cached templates are not flushed when ViewHelpers are changed,Christopher Hlubek,Christopher Hlubek,2014-02-19 05:36,"","",2013-12-02,"","",100,2013-12-02 09:15,"","",1453700,"",No,Git master,"ViewHelper updates can lead to exceptions in cached templates, since changes of the @render@ method signature are not reflected correctly. The template cache should be flushed whenever ViewHelper classes are changed."
54155,TYPO3.Fluid,Feature,"",Rejected,Could have,"f:render partial="""" package=""""",Kay Strobach,Bastian Waidelich,2013-12-06 07:57,ViewHelpers,"",2013-12-03,"","",0,2013-12-03 02:11,"","",1454700,"",No,"","Hi guys,

especially when developing Applications, which rely on an AbstractController, which sets the layout it would be nice to have a way to use the centralized defined partials and the one from each package.
Therefore it would be nice to have a package attribute for finding the related partial.
"
54195,TYPO3.Fluid,Task,"",New,Should have,"Rename and move FormViewHelper's errorClass value, currently 'f3-form-error'",Adrian Föder,Adrian Föder,2014-02-15 06:19,ViewHelpers,"",2013-12-04,"","",0,2013-12-04 07:08,"","",1456700,"",No,"","This should be renamed to @flow-form-error@ IMO, and the 
<pre>
$this->registerArgument('errorClass', 'string', 'CSS class to set if there are errors for this view helper', FALSE, 'f3-form-error');
</pre>
is currently spread manually in every concrete ViewHelper's @initializeArguments@ method, better place would be \TYPO3\Fluid\ViewHelpers\Form\AbstractFormFieldViewHelper IMO"
54196,TYPO3.Fluid,Feature,"",Resolved,Could have,IfHasValidationError ViewHelper,Adrian Föder,Adrian Föder,2013-12-07 06:36,ViewHelpers,"",2013-12-04,"","",100,2013-12-04 07:30,"","",1456750,"",No,"","to cope with the practice done by common CSS frameworks where a specific form field's parent element must/should have a particular error CSS class, I suggest introducing a ViewHelper which then will be used like 

<pre><code class=""html"">
<div class=""row {f:form.ifHasValidationError(property: 'some.emailAddress', then: 'has-error')}""><input...></div>
</code></pre>

"
54284,TYPO3.Fluid,Bug,"",New,Should have,Default Option for Switch/Case VH,Anja Leichsenring,"",2013-12-08 08:28,ViewHelpers,"",2013-12-08,"","",0,2013-12-08 08:28,"","",1460750,"",No,Flow 2.0.0,"In CMS Fluid the Switch/Case VH gets a default option. Wanna port?

http://forge.typo3.org/issues/49371"
55008,TYPO3.Fluid,Bug,"",Under Review,Should have,Interceptors should be used in Partials,Christian Müller,Christian Müller,2014-01-15 02:44,"","",2014-01-15,"","",0,2014-01-15 02:43,"","",1496400,"",No,(any),Currently Interceptors don't work on Partials because they are not initialized there. Can easily be tested by creating a Template that uses the Resource Interceptor (so using a relative path like ../../Public/Images/Foo.jpg) and then (after checking that the Interceptor converts that into a full resource path) moving that into a partial. There the Interceptor is no longer executed and you get the relative path that is then wrong.
55142,TYPO3.Fluid,Bug,"",Resolved,Should have,Use getPropertyPath in autocomplete widget,Alexander Stehlik,"",2014-01-21 07:36,Widgets,"",2014-01-19,"","",100,2014-01-19 10:30,"","",1502600,"",No,Git master,"

Currently the AutocompleteController uses @ObjectAccess::getProperty()@ for retrieving the property that was searched for in the query.

The query is currently flexible enough to support sub-properties to be searched. An example: if you have a User object you could configure an autocomplete widget that searches for @name.fullName@. The query will execute that search without problems and find the users.

But as soon as the results are build the widget crashes because it can not access the property.

A simple fix that should not cause any side effects would be to use @ObjectAccess::getPropertyPath()@ instead."
55723,TYPO3.Fluid,Feature,"",Closed,Should have,Support of schema.org attributes,Carsten Bleicker,Bastian Waidelich,2014-02-06 06:42,"","",2014-02-06,"","",0,2014-02-06 06:17,"","",1530850,"",No,"","\TYPO3\Fluid\Core\ViewHelper\AbstractTagBasedViewHelper::registerUniversalTagAttributes should support schema.org microformat properties as much as possible.

f.e. itemprop=""image"""
55836,TYPO3.Fluid,Bug,"",Closed,Should have,Wrong class names in fluid documentation,Christian Weiske,"",2014-03-05 04:51,"","",2014-02-10,"","",0,2014-02-10 07:23,"","",1536250,"",No,Git master,"The documentation on
http://docs.typo3.org/flow/TYPO3FlowDocumentation/stable/TheDefinitiveGuide/PartIII/Templating.html
uses class names like
> @extends \TYPO3\Fluid\Core\ViewHelper\AbstractViewHelper@

Those classes don't exist anymore. They are in @\TYPO3\CMS\...@."
56237,TYPO3.Fluid,Task,"",New,Should have,in-line (Condition)ViewHelpers should not evaluate on parsing,Adrian Föder,"",2014-02-24 07:47,"","",2014-02-24,"","",0,2014-02-24 07:47,"","",1556100,"",No,"","constructions like these,

<pre><code class=""html"">
{f:if(condition: anEntity, then: '{anEntity -> f:format.identifier()}')}
</code></pre>

make the then-branch be evaluated, i.e. invoked, even if the condition evals to false. In most cases this is the exact thing which is intended to be cirumvented when wrapping a ViewHelper invocation in a f:if condition."
57885,TYPO3.Fluid,Bug,"",New,Must have,Inputs are cleared from a second form if the first form produced a vallidation error,Nicholas Gray,"",2014-04-13 18:00,"","",2014-04-13,"","",0,2014-04-13 18:00,"","",1638050,"",No,Git master,"Hi,

we ran in to the following Bug:

What is needed:
-A fluid template containing 2 forms (form A and B).
-Both forms are containing values from a stored object

How to reproduce the error:
- Update one form (form A) so that it will produce a validation error

Result/Reason:
- The other form (form B) will no longer contain the filled in values from the stored object as the formfield viewhelpers search for these in last submitted input array. This array only contains the inputs of the form (form A) which produced the error and thus form B is filled in with empty values

Fix:
Quickly hacked together (please refer to the attached 3 files)...
Each form is now extended with an unique ID which is checked in the hasValidationErrors method. Thus only the fields of the form producing the error will return true and the fields of other forms are filled in as usual. The ID simply generated by counting how often the form tag was called. There is certainly a better way to handle it but that was the best I could come up with. I hope it helps

Best regards "
57998,TYPO3.Fluid,Feature,"",Resolved,Should have,f:form.select support to sort by translated label,Carsten Bleicker,Karsten Dambekalns,2014-08-11 05:32,ViewHelpers,"",2014-04-16,"","",100,2014-04-16 15:55,"","",1643700,"",No,"","request for feature:

<pre>
<f:form.select ...
	optionValueField=""iso2""
	optionLabelField=""name""
	translate=""{by:'label'}""
	sortBy=""{propertyName:'optionLabelField'}""
/>
</pre>

This should sort options after translating by ""optionLabelField""
"
58557,TYPO3.Fluid,Feature,"",Rejected,Won't have this time,Define Namespaces in Configuration File,Aimo Künkel,Bastian Waidelich,2014-05-15 09:34,Core,2.x,2014-05-06,"","",0,2014-05-06 05:08,"","",1671500,"",No,"","It would be nice if one could define the namespaces via configuration file, additionally to the existing way inside the fluid file.
This way you could move the f: namespace definition out of TYPO3\Fluid\Core\Parser\TemplateParser::$namespaces into the yaml file.

Advantages would be:
* cleaner fluid templates
* simple (re-)configuration across a package
* convention over configuration (e.g. when multiple frontend developers create multiple fluid templates)
* reconfiguration of the f: namespace"
58829,TYPO3.Fluid,Feature,"",Closed,Should have,Register package namespaces automatically,Bastian Waidelich,Marc Neuhaus,2014-12-08 14:32,Core,"",2014-05-15,"","",0,2014-05-15 09:33,"","",1684900,"",No,"","Currently when using ViewHelpers from 3rd party packages the package namespace has to be registered:
<pre>
<code class=""html"">
{namespace xyz=Acme\SomePackage\ViewHelpers}
<xyz:someViewHelper />
</code>
</pre>

It would be useful if the namespace of all 3rd party packages *containing at least one ViewHelper* would be registered automatically (in addition to the explicitly registered namespaces) .
For the above example that would mean:
<pre>
<code class=""html"">
<acme.somepackage:someViewHelper />
</code>
</pre>

Would be sufficient, if SomeViewHelper resides in a sub-namespace ""ViewHelpers"" as suggested."
58862,TYPO3.Fluid,Bug,"",Needs Feedback,Should have,FormViewHelper doesn't accept NULL as value for $arguments,Kevin Fischer,Bastian Waidelich,2014-06-04 06:49,ViewHelpers,"",2014-05-16,"","",0,2014-05-16 05:47,"","",1686550,"",Yes,Flow 2.0.0 beta 2,"Unlike other ViewHelpers like the ActionViewHelpers, the FormViewHelper doesn't accept NULL as value for the $arguments argument, because it's type-hinted as ""array"" in the render() method. This leads to PHP throwing a Catchable Fatal Error when passing NULL to it.

A patch file is attached."
58921,TYPO3.Fluid,Bug,"",New,Should have,f:form.* VHs crash if NOT inside f:form but followed by f:form,Aimo Künkel,"",2014-05-19 09:29,"","",2014-05-19,"","",0,2014-05-19 08:28,"","",1689500,"",No,Git master,"The f:form.* ViewHelpers work inside of forms and standalone, but they crash if used standalone and they are followed by any fluid form.

This works fine and results in a perfect html select:
<pre>
<f:form.select name=""select"" options=""{1: 'One', 2: 'Two', 3: 'Three'}"" />
</pre>

This also works fine and results in a submittable form:
<pre>
<f:form action=""some"" name=""form"">
	<f:form.button type=""submit"">Go!</f:form.button>
</f:form>
</pre>

This instead (both concatenated) ...
<pre>
<f:form.select name=""select"" options=""{1: 'One', 2: 'Two', 3: 'Three'}"" />

<f:form action=""some"" name=""form"">
	<f:form.button type=""submit"">Go!</f:form.button>
</f:form>
</pre>
... will throw the following error:
h3. #1243352010: The key ""TYPO3\Fluid\ViewHelpers\FormViewHelper->formFieldNames"" was already stored and you cannot override it.

I regard this as a bug and propose to let them produce the html select, followed by the submittable form.


I explain it this detailed because i had a discussion in IRC on what a developer would expect the output to be, but i definitely would like to have multiple forms on a page AND multiple independent inputs NOT inside of forms (for UI reasons, for JS handling, ...)"
58972,TYPO3.Fluid,Bug,"",Closed,Should have,"DateViewHelper property ""forceLocale"" not passed as boolean",Carsten Bleicker,Bastian Waidelich,2014-05-21 09:43,ViewHelpers,"",2014-05-20,"","",0,2014-05-20 16:19,"","",1692050,"",No,Git master,"As far as i understand this should check localisationService.
<f:format.date forceLocale=""true"">{document.dateTime}</f:format.date>

But boolean is not realy passed to \TYPO3\Fluid\Core\ViewHelper\AbstractLocaleAwareViewHelper::getLocale?"
